name,hot,item,description,price
E01,FALSE,chicken egg foo young,,7.75
E02,FALSE,pork egg foo young,,7.75
E03,FALSE,shrimp egg foo young,,7.95
E04,FALSE,vegetables egg foo young,,7.5
